Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,state_code,Prof_Cat
Second Class,Corporate,San Francisco,California,West,Office Supplies,Envelopes,8.96,2,0.0,4.3,CA,Profit
Second Class,Corporate,San Francisco,California,West,Office Supplies,Labels,31.5,10,0.0,15.12,CA,Profit
Second Class,Corporate,San Francisco,California,West,Furniture,Furnishings,30.56,2,0.0,10.39,CA,Profit
Second Class,Corporate,San Francisco,California,West,Furniture,Tables,24.37,2,0.2,-3.35,CA,Loss
Standard Class,Corporate,Newark,Ohio,East,Technology,Accessories,119.98,3,0.2,22.5,OH,Profit
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,26.88,8,0.2,9.74,TX,Profit
First Class,Corporate,Newark,Delaware,East,Technology,Phones,83.97,3,0.0,23.51,DE,Profit
First Class,Corporate,Newark,Delaware,East,Technology,Accessories,104.97,3,0.0,7.35,DE,Profit
Second Class,Home Office,Albuquerque,New Mexico,West,Office Supplies,Storage,90.8,8,0.0,25.42,NM,Profit
Second Class,Home Office,Albuquerque,New Mexico,West,Technology,Phones,140.74,8,0.2,49.26,NM,Profit
Second Class,Home Office,Albuquerque,New Mexico,West,Technology,Accessories,214.95,5,0.0,88.13,NM,Profit
Second Class,Home Office,Albuquerque,New Mexico,West,Office Supplies,Paper,45.36,7,0.0,21.77,NM,Profit
Second Class,Home Office,Albuquerque,New Mexico,West,Office Supplies,Paper,288.24,6,0.0,138.36,NM,Profit
Same Day,Home Office,Toledo,Ohio,East,Office Supplies,Appliances,663.94,4,0.2,82.99,OH,Profit
Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Storage,2934.33,7,0.0,792.27,DE,Profit
Standard Class,Corporate,Newark,Delaware,East,Furniture,Furnishings,124.41,3,0.0,14.93,DE,Profit
Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Art,57.75,5,0.0,26.56,DE,Profit
First Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,114.46,2,0.0,28.62,CA,Profit
Standard Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,120.67,2,0.15,18.45,CA,Profit
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Storage,342.86,3,0.2,38.57,TX,Profit
Standard Class,Home Office,Dallas,Texas,Central,Furniture,Furnishings,16.74,5,0.6,-14.23,TX,Loss
Standard Class,Home Office,Dallas,Texas,Central,Furniture,Chairs,981.37,2,0.3,-140.2,TX,Loss
Standard Class,Home Office,San Diego,California,West,Office Supplies,Art,31.84,8,0.0,10.51,CA,Profit
First Class,Home Office,Apple Valley,California,West,Office Supplies,Paper,12.96,2,0.0,6.22,CA,Profit
First Class,Home Office,Apple Valley,California,West,Technology,Phones,43.18,3,0.2,15.11,CA,Profit
Standard Class,Home Office,Louisville,Kentucky,South,Office Supplies,Binders,58.34,2,0.0,28.0,KY,Profit
Standard Class,Home Office,Louisville,Kentucky,South,Technology,Phones,539.97,3,0.0,134.99,KY,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,3.93,1,0.2,1.33,NY,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,252.78,4,0.8,-417.09,TX,Loss
Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,127.98,2,0.2,16.0,TX,Profit
Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,3.98,2,0.6,-2.69,TX,Loss
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,12.99,2,0.8,-32.48,TX,Loss
Second Class,Home Office,Henderson,Kentucky,South,Furniture,Furnishings,61.0,5,0.0,25.62,KY,Profit
Second Class,Home Office,Henderson,Kentucky,South,Technology,Phones,671.93,7,0.0,188.14,KY,Profit
Standard Class,Consumer,Newark,Delaware,East,Office Supplies,Binders,447.86,7,0.0,219.45,DE,Profit
Standard Class,Consumer,Newark,Delaware,East,Technology,Phones,479.95,5,0.0,129.59,DE,Profit
Standard Class,Consumer,Newark,Delaware,East,Office Supplies,Paper,166.44,3,0.0,79.89,DE,Profit
Same Day,Consumer,Bolingbrook,Illinois,Central,Office Supplies,Supplies,31.68,4,0.2,2.77,IL,Profit
Same Day,Consumer,Bolingbrook,Illinois,Central,Office Supplies,Paper,10.37,2,0.2,3.63,IL,Profit
Same Day,Consumer,Bolingbrook,Illinois,Central,Office Supplies,Fasteners,12.03,8,0.2,2.26,IL,Profit
Same Day,Consumer,Bolingbrook,Illinois,Central,Office Supplies,Appliances,5.77,2,0.8,-13.55,IL,Loss
Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Labels,33.12,4,0.2,11.59,TX,Profit
Standard Class,Corporate,Fort Worth,Texas,Central,Furniture,Bookcases,220.27,4,0.32,-42.11,TX,Loss
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,10.78,3,0.2,3.5,NY,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,242.35,3,0.2,9.09,NY,Profit
Second Class,Corporate,Providence,Rhode Island,East,Office Supplies,Supplies,695.16,6,0.0,34.76,RI,Profit
Second Class,Corporate,Providence,Rhode Island,East,Furniture,Bookcases,220.98,1,0.0,50.83,RI,Profit
Standard Class,Home Office,Columbus,Ohio,East,Office Supplies,Binders,12.96,7,0.7,-9.5,OH,Loss
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,25.68,6,0.0,11.56,NY,Profit
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Labels,15.71,4,0.2,5.7,TX,Profit
Standard Class,Home Office,Aurora,Illinois,Central,Office Supplies,Storage,298.46,6,0.2,26.12,IL,Profit
Standard Class,Consumer,Springfield,Missouri,Central,Office Supplies,Paper,21.93,3,0.0,10.09,MO,Profit
Standard Class,Consumer,Springfield,Missouri,Central,Office Supplies,Storage,242.94,3,0.0,4.86,MO,Profit
Standard Class,Consumer,Springfield,Missouri,Central,Office Supplies,Paper,7.64,1,0.0,3.74,MO,Profit
Standard Class,Consumer,Springfield,Missouri,Central,Office Supplies,Paper,51.84,8,0.0,25.4,MO,Profit
Standard Class,Consumer,Springfield,Missouri,Central,Office Supplies,Storage,265.17,1,0.0,47.73,MO,Profit
Standard Class,Consumer,Seattle,Washington,West,Technology,Machines,837.6,3,0.2,62.82,WA,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Envelopes,135.9,5,0.0,63.87,WA,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,34.68,6,0.0,16.99,WA,Profit
Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,532.7,6,0.2,-39.95,WA,Loss
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,43.1,5,0.0,11.21,WA,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Supplies,15.88,4,0.0,0.16,WA,Profit
First Class,Corporate,Lakeland,Florida,South,Furniture,Chairs,1123.92,5,0.2,-182.64,FL,Loss
First Class,Corporate,Lakeland,Florida,South,Technology,Phones,249.58,2,0.2,31.2,FL,Profit
First Class,Corporate,Lakeland,Florida,South,Furniture,Furnishings,48.67,3,0.2,7.3,FL,Profit
First Class,Corporate,Lakeland,Florida,South,Office Supplies,Art,60.77,2,0.2,7.6,FL,Profit
First Class,Corporate,Lakeland,Florida,South,Office Supplies,Binders,78.6,5,0.7,-62.88,FL,Loss
First Class,Corporate,Lakeland,Florida,South,Office Supplies,Binders,3.77,2,0.7,-3.14,FL,Loss
First Class,Corporate,Lakeland,Florida,South,Office Supplies,Storage,1036.62,2,0.2,51.83,FL,Profit
First Class,Corporate,Lakeland,Florida,South,Office Supplies,Storage,563.81,4,0.2,21.14,FL,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,258.53,2,0.4,-47.4,PA,Loss
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,49.12,4,0.0,23.09,NY,Profit
First Class,Home Office,Los Angeles,California,West,Furniture,Furnishings,44.46,2,0.0,14.67,CA,Profit
First Class,Home Office,Los Angeles,California,West,Furniture,Chairs,241.57,2,0.2,18.12,CA,Profit
First Class,Home Office,Los Angeles,California,West,Technology,Accessories,395.0,5,0.0,39.5,CA,Profit
First Class,Home Office,Los Angeles,California,West,Technology,Phones,627.17,4,0.2,70.56,CA,Profit
First Class,Corporate,Oceanside,New York,East,Furniture,Furnishings,13.28,2,0.0,6.37,NY,Profit
First Class,Corporate,Oceanside,New York,East,Office Supplies,Binders,12.67,3,0.2,4.44,NY,Profit
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Binders,30.56,5,0.8,-45.84,TX,Loss
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Storage,77.95,3,0.2,-15.59,TX,Loss
Standard Class,Home Office,Dallas,Texas,Central,Technology,Phones,67.99,1,0.2,8.5,TX,Profit
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Envelopes,12.22,2,0.2,4.43,TX,Profit
Standard Class,Home Office,Dallas,Texas,Central,Technology,Accessories,44.78,2,0.2,-0.56,TX,Loss
Standard Class,Home Office,Dallas,Texas,Central,Furniture,Furnishings,22.85,3,0.6,-17.71,TX,Loss
First Class,Consumer,New York City,New York,East,Office Supplies,Appliances,206.43,3,0.0,90.83,NY,Profit
Same Day,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,210.39,2,0.8,-336.63,TX,Loss
Second Class,Consumer,Cincinnati,Ohio,East,Technology,Accessories,119.96,5,0.2,35.99,OH,Profit
Second Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,10.61,6,0.2,0.93,OH,Profit
Standard Class,Corporate,Austin,Texas,Central,Furniture,Chairs,347.8,7,0.3,-24.84,TX,Loss
Second Class,Corporate,Seattle,Washington,West,Furniture,Chairs,963.14,4,0.2,108.35,WA,Profit
Second Class,Corporate,Seattle,Washington,West,Technology,Phones,88.78,3,0.2,7.77,WA,Profit
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Art,32.4,5,0.0,10.37,CA,Profit
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,32.4,5,0.0,15.55,NY,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Labels,31.05,3,0.0,14.9,WA,Profit
First Class,Consumer,Newark,Ohio,East,Technology,Accessories,2025.36,6,0.2,607.61,OH,Profit
First Class,Consumer,Newark,Ohio,East,Technology,Machines,1799.99,2,0.7,-2639.99,OH,Loss
First Class,Consumer,Newark,Ohio,East,Technology,Phones,101.99,2,0.4,-17.0,OH,Loss
First Class,Consumer,Newark,Ohio,East,Furniture,Furnishings,262.86,7,0.2,69.0,OH,Profit
Standard Class,Corporate,Maple Grove,Minnesota,Central,Office Supplies,Binders,735.98,2,0.0,331.19,MN,Profit
Second Class,Home Office,Glendale,Arizona,West,Office Supplies,Paper,93.02,3,0.2,33.72,AZ,Profit
Standard Class,Corporate,New York City,New York,East,Furniture,Tables,284.36,2,0.4,-75.83,NY,Loss
Standard Class,Corporate,New York City,New York,East,Technology,Accessories,26.0,2,0.0,11.7,NY,Profit
First Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Storage,67.64,5,0.2,5.92,NC,Profit
First Class,Consumer,Jacksonville,North Carolina,South,Technology,Accessories,119.98,3,0.2,-18.0,NC,Loss
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,5.18,5,0.8,-8.03,TX,Loss
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Envelopes,15.56,2,0.0,7.31,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Envelopes,78.35,5,0.0,36.82,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,59.52,3,0.0,15.48,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,38.52,9,0.0,17.33,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Technology,Phones,239.98,2,0.2,24.0,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,19.35,3,0.0,9.48,CA,Profit
First Class,Consumer,Lansing,Michigan,Central,Furniture,Furnishings,67.0,5,0.0,32.16,MI,Profit
Standard Class,Corporate,Tallahassee,Florida,South,Furniture,Chairs,390.27,8,0.2,-24.39,FL,Loss
Standard Class,Corporate,Tallahassee,Florida,South,Office Supplies,Paper,62.19,13,0.2,19.43,FL,Profit
Second Class,Consumer,Columbia,South Carolina,South,Office Supplies,Binders,23.88,6,0.0,11.22,SC,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,3.17,2,0.8,-4.75,IL,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Chairs,528.43,5,0.3,0.0,IL,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,13.39,3,0.2,1.51,IL,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Art,181.86,7,0.0,50.92,MI,Profit
Standard Class,Consumer,Fort Collins,Colorado,West,Furniture,Bookcases,180.59,2,0.7,-240.78,CO,Loss
Standard Class,Consumer,Fort Collins,Colorado,West,Technology,Accessories,47.98,2,0.2,0.6,CO,Profit
Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,18.76,2,0.0,9.0,NY,Profit
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,20.94,3,0.0,6.07,NY,Profit
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,58.68,2,0.0,18.19,NY,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Appliances,254.9,5,0.0,68.82,NY,Profit
Second Class,Corporate,Columbia,Maryland,East,Office Supplies,Binders,9.64,2,0.0,4.43,MD,Profit
Second Class,Corporate,Columbia,Maryland,East,Technology,Accessories,826.62,3,0.0,355.45,MD,Profit
Second Class,Corporate,Columbia,Maryland,East,Office Supplies,Storage,1633.14,9,0.0,473.61,MD,Profit
Second Class,Corporate,Columbia,Maryland,East,Office Supplies,Storage,544.38,3,0.0,157.87,MD,Profit
First Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,26.05,3,0.8,-44.28,TX,Loss
First Class,Corporate,Houston,Texas,Central,Office Supplies,Envelopes,74.35,3,0.2,26.95,TX,Profit
Standard Class,Corporate,Lowell,Massachusetts,East,Technology,Phones,69.93,7,0.0,32.17,MA,Profit
Second Class,Corporate,Woodland,California,West,Office Supplies,Labels,3.75,1,0.0,1.8,CA,Profit
Second Class,Corporate,Woodland,California,West,Office Supplies,Binders,20.93,4,0.2,7.59,CA,Profit
Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,12.67,3,0.2,-3.17,IL,Loss
Standard Class,Corporate,New York City,New York,East,Technology,Phones,65.99,1,0.0,17.16,NY,Profit
Standard Class,Corporate,Missouri City,Texas,Central,Office Supplies,Binders,6.37,7,0.8,-9.56,TX,Loss
First Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,3.65,3,0.8,-6.02,TX,Loss
First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,31.1,6,0.2,10.89,TX,Profit
Standard Class,Home Office,Jackson,Mississippi,South,Office Supplies,Fasteners,23.34,3,0.0,0.23,MS,Profit
Standard Class,Corporate,New York City,New York,East,Technology,Phones,29.97,3,0.0,14.09,NY,Profit
Same Day,Consumer,Tempe,Arizona,West,Office Supplies,Binders,3.37,3,0.7,-2.24,AZ,Loss
Standard Class,Consumer,Jacksonville,North Carolina,South,Technology,Phones,95.97,4,0.2,9.6,NC,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,18.7,7,0.2,2.34,PA,Profit
Second Class,Consumer,Akron,Ohio,East,Furniture,Furnishings,149.23,3,0.2,3.73,OH,Profit
Second Class,Consumer,Akron,Ohio,East,Office Supplies,Paper,15.94,4,0.2,5.78,OH,Profit
Standard Class,Consumer,San Diego,California,West,Technology,Phones,601.54,8,0.2,60.15,CA,Profit
Standard Class,Consumer,San Diego,California,West,Technology,Accessories,10.99,1,0.0,4.29,CA,Profit
Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,39.88,2,0.0,11.17,CA,Profit
Standard Class,Consumer,San Diego,California,West,Office Supplies,Paper,62.24,8,0.0,28.01,CA,Profit
Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,53.2,5,0.0,14.9,CA,Profit
Standard Class,Consumer,San Diego,California,West,Office Supplies,Labels,39.84,8,0.0,18.33,CA,Profit
Standard Class,Corporate,Fresno,California,West,Technology,Accessories,349.95,5,0.0,118.98,CA,Profit
Standard Class,Corporate,Fresno,California,West,Technology,Phones,377.93,9,0.2,141.72,CA,Profit
Standard Class,Corporate,Pearland,Texas,Central,Office Supplies,Envelopes,13.39,3,0.2,5.02,TX,Profit
Standard Class,Corporate,Pearland,Texas,Central,Office Supplies,Binders,11.23,7,0.8,-18.53,TX,Loss
Standard Class,Consumer,Richmond,Indiana,Central,Office Supplies,Appliances,207.24,11,0.0,58.03,IN,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,1.5,1,0.2,0.17,PA,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,34.85,2,0.2,6.53,PA,Profit
First Class,Consumer,San Mateo,California,West,Office Supplies,Labels,75.18,6,0.0,35.33,CA,Profit
Standard Class,Consumer,Oakland,California,West,Technology,Accessories,149.97,3,0.0,52.49,CA,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,931.18,3,0.2,314.27,NY,Profit
Standard Class,Corporate,New York City,New York,East,Technology,Phones,430.88,2,0.0,124.96,NY,Profit
Standard Class,Corporate,Lakewood,New Jersey,East,Office Supplies,Paper,94.85,5,0.0,45.53,NJ,Profit
Standard Class,Corporate,Lakewood,New Jersey,East,Office Supplies,Envelopes,51.12,4,0.0,23.0,NJ,Profit
Standard Class,Corporate,Lakewood,New Jersey,East,Technology,Accessories,90.0,1,0.0,32.4,NJ,Profit
First Class,Corporate,Tempe,Arizona,West,Office Supplies,Paper,9.41,2,0.2,3.41,AZ,Profit
First Class,Corporate,Tempe,Arizona,West,Office Supplies,Fasteners,4.67,2,0.2,1.46,AZ,Profit
First Class,Corporate,Tempe,Arizona,West,Technology,Phones,318.4,2,0.2,107.46,AZ,Profit
First Class,Corporate,Tempe,Arizona,West,Office Supplies,Envelopes,12.77,6,0.2,4.63,AZ,Profit
First Class,Corporate,Tempe,Arizona,West,Office Supplies,Supplies,15.36,2,0.2,-3.26,AZ,Loss
First Class,Corporate,Tempe,Arizona,West,Technology,Phones,230.38,3,0.2,20.16,AZ,Profit
First Class,Corporate,Tempe,Arizona,West,Technology,Accessories,7.16,1,0.2,-0.09,AZ,Loss
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,375.34,1,0.0,18.77,NY,Profit
Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,114.9,5,0.0,39.07,NY,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,26.05,3,0.8,-44.28,TX,Loss
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.9,1,0.8,-4.78,TX,Loss
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,32.54,2,0.2,-7.73,TX,Loss
First Class,Consumer,Riverside,California,West,Office Supplies,Binders,3.98,1,0.2,1.39,CA,Profit
Same Day,Consumer,Fairfield,Connecticut,East,Furniture,Tables,181.8,1,0.3,-15.58,CT,Loss
Same Day,Consumer,New York City,New York,East,Office Supplies,Storage,44.94,3,0.0,12.58,NY,Profit
Same Day,Consumer,New York City,New York,East,Office Supplies,Binders,45.58,3,0.2,15.95,NY,Profit
Standard Class,Corporate,Houston,Texas,Central,Furniture,Chairs,318.43,5,0.3,-77.33,TX,Loss
Standard Class,Corporate,Houston,Texas,Central,Technology,Phones,122.92,7,0.2,46.1,TX,Profit
Standard Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,7.07,3,0.6,-2.83,TX,Loss
First Class,Corporate,Arlington,Virginia,South,Office Supplies,Storage,56.45,5,0.0,14.68,VA,Profit
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,13.47,13,0.8,-22.9,IL,Loss
Standard Class,Consumer,Grand Prairie,Texas,Central,Technology,Phones,219.8,5,0.2,24.73,TX,Profit
Standard Class,Consumer,Grand Prairie,Texas,Central,Furniture,Chairs,317.06,3,0.3,-18.12,TX,Loss
Second Class,Corporate,Seattle,Washington,West,Technology,Accessories,49.08,3,0.0,4.91,WA,Profit
Second Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,324.9,5,0.0,38.99,WA,Profit
Second Class,Corporate,Seattle,Washington,West,Office Supplies,Art,18.24,3,0.0,5.29,WA,Profit
Standard Class,Home Office,Seattle,Washington,West,Furniture,Chairs,113.89,2,0.2,9.97,WA,Profit
Standard Class,Home Office,Seattle,Washington,West,Technology,Phones,105.58,2,0.2,7.92,WA,Profit
Standard Class,Corporate,Grand Rapids,Michigan,Central,Office Supplies,Fasteners,24.85,7,0.0,11.68,MI,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,60.31,3,0.2,5.28,PA,Profit
Second Class,Home Office,Chicago,Illinois,Central,Office Supplies,Art,7.06,3,0.2,2.2,IL,Profit
Second Class,Home Office,Chicago,Illinois,Central,Technology,Phones,27.18,2,0.2,2.04,IL,Profit
